Location,Date,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Fully_Vacced_Percent
NC,05-02-2021,7168548,0,7083239,2564835,30.2
FM,05-02-2021,35219,0,35199,3232,14.1
US,05-02-2021,245591469,0,242753391,82724634,31.6
LTC,05-02-2021,7801659,0,0,0,0.0
NH,05-02-2021,1151253,0,1141152,450967,30.0
MO,05-02-2021,4062200,0,4027942,1514162,28.2
MA,05-02-2021,6365033,0,6277416,1929963,37.8
FL,05-02-2021,15491654,0,15387452,7214351,29.9
CO,05-02-2021,4549102,0,4479253,1322007,33.6
HI,05-02-2021,1252324,0,1237935,414391,36.6
MD,05-02-2021,4886821,0,4822881,1476311,34.9
WI,05-02-2021,4741771,0,4683718,1729686,36.4
BP2,05-02-2021,154081,0,154080,5699,0.0
PA,05-02-2021,10297139,0,10209721,3862478,33.0
RI,05-02-2021,934703,0,924657,322598,37.8
SC,05-02-2021,3299001,0,3269496,1374759,28.1
WV,05-02-2021,1185698,0,1170607,492222,30.9
KY,05-02-2021,3186682,0,3158257,1090769,32.5
VI,05-02-2021,62987,0,62334,20699,25.6
GA,05-02-2021,6460256,0,6388441,2193558,25.4
IL,05-02-2021,9642236,0,9517926,3024050,31.3
LA,05-02-2021,2710055,0,2693009,1064319,26.6
NJ,05-02-2021,7430120,0,7339737,2216715,37.0
AZ,05-02-2021,5162655,0,5092972,1932758,29.7
WY,05-02-2021,358512,0,355929,137225,28.0
AK,05-02-2021,562442,0,549541,134812,36.0
OR,05-02-2021,3137471,0,3102275,1127033,31.6
MN,05-02-2021,4475535,0,4417158,1488047,35.5
PR,05-02-2021,1958729,0,1943057,698000,25.4
KS,05-02-2021,2053596,0,2033418,736936,32.5
AS,05-02-2021,38743,0,37454,4548,30.8
IN,05-02-2021,4248090,0,4210832,1646822,27.7
VT,05-02-2021,580936,0,576439,230608,38.7
DE,05-02-2021,781165,0,772566,308016,33.9
MP,05-02-2021,40842,0,40025,4702,32.4
WA,05-02-2021,5983715,0,5920845,1952796,33.3
ID,05-02-2021,1098931,0,1098890,425001,27.9
IH2,05-02-2021,1261940,0,1232674,263290,26.5
ME,05-02-2021,1200802,0,1190476,477351,40.2
GU,05-02-2021,131905,0,128701,25541,33.5
DD2,05-02-2021,2938555,0,2917733,280512,0.0
AL,05-02-2021,2622717,0,2609013,1077044,23.8
IA,05-02-2021,2433874,0,2409773,906460,35.2
MI,05-02-2021,7281555,0,7196204,2599628,33.0
VA2,05-02-2021,4969411,0,4968842,2733783,0.0
CT,05-02-2021,3300234,0,3250275,1084179,40.0
NY,05-02-2021,15980527,0,15820902,4743217,35.7
AZ,05-01-2021,5123812,0,5055669,1927824,29.4
AR,05-01-2021,1803795,0,1785108,683131,25.8
CA,05-01-2021,30820835,0,30363233,8968147,31.1
MS,05-01-2021,1591494,0,1583283,633569,23.8
WA,05-01-2021,5907522,0,5847123,1948305,32.7
BP2,05-01-2021,153586,0,153585,5688,0.0
VA2,05-01-2021,4946648,0,4946103,2728550,0.0
DE,05-01-2021,771295,0,762988,307052,33.2
LA,05-01-2021,2709800,0,2692754,1064276,26.6
MP,05-01-2021,40425,0,39627,4684,32.1
US,05-01-2021,243463471,0,240718710,82528434,31.2
PR,05-01-2021,1923810,0,1909540,693533,24.9
VT,05-01-2021,570823,0,566486,229839,37.9
RP,05-01-2021,20305,0,20305,2879,49.4
DC,05-01-2021,608710,0,606287,146901,30.3
LTC,05-01-2021,7799933,0,0,0,0.0
GA,05-01-2021,6386954,0,6317376,2186415,24.9
FL,05-01-2021,15488105,0,15383945,7213710,29.8
IN,05-01-2021,4201867,0,4166889,1642974,27.3
MN,05-01-2021,4421310,0,4366324,1484776,34.9
ND,05-01-2021,565496,0,559306,187654,33.0
ME,05-01-2021,1200539,0,1190217,477316,40.1
NY,05-01-2021,15858599,0,15705472,4733041,35.3
IH2,05-01-2021,1254978,0,1226195,262253,26.3
KY,05-01-2021,3168055,0,3140256,1087820,32.2
MT,05-01-2021,766688,0,758324,298459,32.5
OR,05-01-2021,3047459,0,3015792,1117647,30.5
MD,05-01-2021,4859616,0,4797405,1474599,34.7
NJ,05-01-2021,7381197,0,7292429,2211426,36.6
MA,05-01-2021,6276416,0,6192999,1924401,37.1
SD,05-01-2021,710757,0,703243,252710,37.8
NC,05-01-2021,7078485,0,6996025,2555583,29.6
GU,05-01-2021,130573,0,127511,25468,32.9
WI,05-01-2021,4700739,0,4644522,1726027,35.9
AK,05-01-2021,560662,0,547959,134680,35.8
NE,05-01-2021,1413371,0,1399008,501094,32.4
VA,05-01-2021,6751219,0,6659123,2070146,33.6
VI,05-01-2021,62864,0,62212,20659,25.5
UT,05-01-2021,2167644,0,2127741,573051,24.4
AL,05-01-2021,2617405,0,2603796,1076330,23.7
KS,05-01-2021,2036312,0,2016777,735372,32.0
PA,05-01-2021,10238628,0,10153475,3853332,32.7
CT,05-01-2021,3264326,0,3216710,1081787,39.3
OH,05-01-2021,8461702,0,8365150,3081318,32.8
AS,05-01-2021,38743,0,37454,4548,30.8
DD2,05-01-2021,2897256,0,2877082,279085,0.0
MI,05-01-2021,7216189,0,7133968,2592058,32.5
WV,05-01-2021,1182570,0,1167613,491759,30.7
ID,05-01-2021,1087190,0,1087149,423904,27.4
MH,05-01-2021,26843,0,26791,1687,20.8
IL,05-01-2021,9551269,0,9431949,3014253,30.8
RI,05-01-2021,925022,0,915355,321905,37.2
CO,05-01-2021,4506339,0,4439175,1320021,33.0
NH,05-01-2021,1147521,0,1137686,450688,29.9
MO,05-01-2021,4019723,0,3986773,1508161,27.7
WY,05-01-2021,358222,0,355640,137206,28.0
HI,05-01-2021,1239820,0,1226034,412680,36.1
IA,05-01-2021,2408958,0,2385862,904102,34.5
NM,05-01-2021,1817141,0,1790985,582519,37.9
OK,05-01-2021,2699387,0,2670298,931184,29.9
NV,05-01-2021,2075542,0,2057017,708517,28.4
SC,05-01-2021,3273403,0,3245001,1371439,27.8
TN,05-01-2021,4055175,0,4024424,1562103,24.9
TX,05-01-2021,19090255,0,18831043,5356208,27.5
FM,05-01-2021,35219,0,35199,3232,14.1
NY,04-30-2021,15636609,0,15491111,4708769,34.6
PA,04-30-2021,10051650,0,9971760,3815573,32.0
NM,04-30-2021,1794170,0,1768748,578367,37.2
IN,04-30-2021,4144890,0,4112047,1637894,26.8
MD,04-30-2021,4805115,0,4745104,1469473,34.2
VI,04-30-2021,62302,0,61670,20540,25.2
OH,04-30-2021,8366253,0,8273814,3071089,32.2
DD2,04-30-2021,2886464,0,2866368,278785,0.0
US,04-30-2021,240159677,0,237542398,82177445,30.5
DC,04-30-2021,601789,0,599389,146383,29.8
IH2,04-30-2021,1244362,0,1216195,260827,26.0
NH,04-30-2021,1142049,0,1132310,450229,29.8
CT,04-30-2021,3220725,0,3175472,1078580,38.5
NE,04-30-2021,1412904,0,1398548,501052,32.4
RI,04-30-2021,913120,0,903783,320942,36.6
DE,04-30-2021,759503,0,751634,305810,32.5
MO,04-30-2021,3985417,0,3953603,1502900,27.4
OR,04-30-2021,3047017,0,3015355,1117472,30.5
MH,04-30-2021,26519,0,26469,1678,20.5
MP,04-30-2021,40089,0,39313,4678,31.7
CA,04-30-2021,30223491,0,29792442,8924790,30.2
ME,04-30-2021,1183324,0,1173830,475783,39.3
LTC,04-30-2021,7797395,0,0,0,0.0
KY,04-30-2021,3142500,0,3115603,1083879,31.8
VA,04-30-2021,6643728,0,6556479,2061081,32.8
VT,04-30-2021,563428,0,559189,229047,37.3
SD,04-30-2021,699187,0,692109,251977,36.7
FM,04-30-2021,34536,0,34516,3191,13.7
GU,04-30-2021,130489,0,127429,25468,32.9
IL,04-30-2021,9445420,0,9330629,3002106,30.4
VA2,04-30-2021,4922347,0,4921815,2721898,0.0
AL,04-30-2021,2591163,0,2578124,1070791,23.3
KS,04-30-2021,2015317,0,1996443,733114,31.5
NC,04-30-2021,6981220,0,6901621,2543418,28.9
SC,04-30-2021,3241756,0,3214504,1367151,27.3
WV,04-30-2021,1173419,0,1159054,490214,30.3
PR,04-30-2021,1885594,0,1872452,688604,24.3
LA,04-30-2021,2708891,0,2691845,1064100,26.6
IA,04-30-2021,2378407,0,2356535,901059,33.8
ID,04-30-2021,1076561,0,1076520,422803,27.0
ND,04-30-2021,562151,0,556180,187376,32.8
TX,04-30-2021,18885671,0,18635134,5337444,27.0
MS,04-30-2021,1591206,0,1582997,633519,23.8
AK,04-30-2021,552792,0,540647,134175,35.1
HI,04-30-2021,1225187,0,1211947,410285,35.7
MT,04-30-2021,758111,0,750129,297492,32.0
GA,04-30-2021,6306091,0,6238611,2178241,24.4
MA,04-30-2021,6174851,0,6096616,1917290,36.4
WY,04-30-2021,356057,0,353561,136892,27.8
FL,04-30-2021,15159919,0,15065616,7172516,29.0
TN,04-30-2021,4009536,0,3979922,1555376,24.5
RP,04-30-2021,20160,0,20160,2874,49.4
MI,04-30-2021,7118239,0,7040375,2581527,31.8
AS,04-30-2021,38743,0,37454,4548,30.8
BP2,04-30-2021,151186,0,151185,5646,0.0
CO,04-30-2021,4442828,0,4379198,1316428,32.2
WI,04-30-2021,4644336,0,4590602,1720785,35.3
NJ,04-30-2021,7302231,0,7215796,2200746,36.1
NV,04-30-2021,2051105,0,2033497,705890,27.8
AZ,04-30-2021,5070403,0,5004196,1919980,28.9
AR,04-30-2021,1787295,0,1769487,680585,25.4
MN,04-30-2021,4354128,0,4302165,1480301,34.2
OK,04-30-2021,2681258,0,2652701,928661,29.6
WA,04-30-2021,5828363,0,5770774,1942009,32.2
UT,04-30-2021,2116254,0,2079390,570202,23.4
MO,04-29-2021,3947226,0,3916521,1497017,27.0
TX,04-29-2021,18622188,0,18381616,5308703,26.4
AL,04-29-2021,2559938,0,2547545,1064044,22.9
IA,04-29-2021,2351211,0,2330420,898428,33.2
AS,04-29-2021,38337,0,37077,4523,30.4
SD,04-29-2021,691904,0,685184,251385,36.0
GU,04-29-2021,128681,0,125726,25371,32.2
AZ,04-29-2021,5024348,0,4959701,1913832,28.6
OH,04-29-2021,8255989,0,8168130,3059933,31.6
AR,04-29-2021,1772085,0,1754838,678142,25.0
MS,04-29-2021,1565428,0,1557700,628683,23.3
NJ,04-29-2021,7217144,0,7133372,2188214,35.5
OR,04-29-2021,3007184,0,2977077,1113147,30.0
LTC,04-29-2021,7795261,0,0,0,0.0
ND,04-29-2021,557851,0,552150,186977,32.4
AK,04-29-2021,550524,0,538551,134013,34.9
DD2,04-29-2021,2854656,0,2835145,277549,0.0
DE,04-29-2021,748392,0,740878,304529,31.8
MT,04-29-2021,750384,0,742688,296537,31.6
PA,04-29-2021,9931324,0,9854857,3793047,31.5
US,04-29-2021,237360493,0,234846447,81843169,30.0
IN,04-29-2021,4089471,0,4058872,1632162,26.3
HI,04-29-2021,1209189,0,1196503,407695,35.1
MD,04-29-2021,4733768,0,4676770,1462468,33.5
FL,04-29-2021,15013785,0,14923155,7152089,28.6
MP,04-29-2021,39728,0,38973,4664,31.3
CO,04-29-2021,4388497,0,4327596,1312345,31.7
GA,04-29-2021,6218010,0,6153083,2168624,23.8
NH,04-29-2021,1138304,0,1128699,449925,29.7
SC,04-29-2021,3208817,0,3182472,1362617,26.9
VA,04-29-2021,6540658,0,6457581,2050207,32.1
MN,04-29-2021,4293491,0,4245031,1476227,33.5
TN,04-29-2021,3968801,0,3940130,1549314,24.1
NE,04-29-2021,1412743,0,1398392,501020,32.4
KY,04-29-2021,3110315,0,3085076,1079296,31.3
FM,04-29-2021,34536,0,34516,3191,13.7
MI,04-29-2021,7023900,0,6949485,2569338,31.2
NV,04-29-2021,2026997,0,2010521,703792,27.3
NC,04-29-2021,6888208,0,6811638,2531024,28.2
RP,04-29-2021,19974,0,19974,2867,48.4
WI,04-29-2021,4580372,0,4529228,1712961,34.6
IL,04-29-2021,9335649,0,9225515,2990253,29.9
UT,04-29-2021,2116081,0,2079229,570173,23.4
RI,04-29-2021,898947,0,890197,319425,35.7
LA,04-29-2021,2708187,0,2691142,1064059,26.6
ME,04-29-2021,1165567,0,1156945,474240,38.5
WY,04-29-2021,353401,0,351022,136622,27.4
NM,04-29-2021,1774298,0,1749429,574864,36.5
VI,04-29-2021,61600,0,60982,20353,24.8
VT,04-29-2021,556060,0,552026,228362,36.7
DC,04-29-2021,595665,0,593300,145944,29.2
MH,04-29-2021,26519,0,26469,1678,20.5
BP2,04-29-2021,148122,0,148121,5608,0.0
CT,04-29-2021,3184543,0,3141186,1075636,37.9
VA2,04-29-2021,4899268,0,4898757,2715608,0.0
KS,04-29-2021,1997118,0,1979147,731208,31.0
NY,04-29-2021,15410701,0,15272280,4668504,33.8
WA,04-29-2021,5747171,0,5691926,1936886,31.6
PR,04-29-2021,1850881,0,1838729,683931,23.8
IH2,04-29-2021,1237506,0,1209726,260185,25.8
WV,04-29-2021,1160310,0,1146518,488332,29.8
CA,04-29-2021,29957450,0,29538416,8904048,29.9
MA,04-29-2021,6087168,0,6013108,1910306,35.7
OK,04-29-2021,2666794,0,2638684,926647,29.4
ID,04-29-2021,1066942,0,1066901,421599,26.6
SD,04-28-2021,685056,0,678565,250979,35.4
OH,04-28-2021,8184384,0,8099371,3051389,31.2
NJ,04-28-2021,7133352,0,7052357,2176317,34.9
KY,04-28-2021,3084915,0,3060436,1075590,31.0
WV,04-28-2021,1148401,0,1134956,486873,29.3
UT,04-28-2021,2093104,0,2058044,568753,23.0
TN,04-28-2021,3925360,0,3897846,1542955,23.7
BP2,04-28-2021,143515,0,143514,5529,0.0
MO,04-28-2021,3906752,0,3877409,1492004,26.6
CT,04-28-2021,3147007,0,3105580,1072752,37.2
DC,04-28-2021,588451,0,586218,145445,28.7
CA,04-28-2021,29640092,0,29234700,8880321,29.4
AL,04-28-2021,2527815,0,2516052,1056100,22.4
WI,04-28-2021,4533803,0,4484312,1708631,34.0
OK,04-28-2021,2649839,0,2622182,924364,29.1
HI,04-28-2021,1195009,0,1182815,405252,34.6
RP,04-28-2021,19702,0,19702,2859,46.8
MD,04-28-2021,4672656,0,4618690,1456134,32.9
MA,04-28-2021,6000594,0,5930274,1903787,35.1
PA,04-28-2021,9800202,0,9727428,3766738,30.9
WY,04-28-2021,348883,0,346676,136161,26.9
LTC,04-28-2021,7792814,0,0,0,0.0
TX,04-28-2021,18395582,0,18162853,5281829,25.9
NM,04-28-2021,1759830,0,1735740,572074,36.0
VA,04-28-2021,6457715,0,6378499,2041883,31.5
OR,04-28-2021,2965257,0,2936540,1108296,29.5
MI,04-28-2021,6948146,0,6876797,2559752,30.8
FM,04-28-2021,33156,0,33138,3069,12.8
NC,04-28-2021,6829082,0,6754464,2525485,27.9
AZ,04-28-2021,4980955,0,4917905,1907953,28.2
GU,04-28-2021,126333,0,123495,25257,31.4
RI,04-28-2021,893081,0,884456,318833,35.4
MP,04-28-2021,39293,0,38562,4643,30.8
VT,04-28-2021,549084,0,545669,227773,36.3
FL,04-28-2021,14851191,0,14764114,7127756,28.1
NE,04-28-2021,1399434,0,1386075,499769,31.9
MH,04-28-2021,26072,0,26024,1664,20.1
DD2,04-28-2021,2822206,0,2803183,276044,0.0
ME,04-28-2021,1150672,0,1142544,472943,38.0
VI,04-28-2021,60939,0,60333,20162,24.4
IL,04-28-2021,9227089,0,9121549,2977981,29.4
CO,04-28-2021,4323941,0,4265826,1301084,31.1
NH,04-28-2021,1134878,0,1125352,449607,29.6
LA,04-28-2021,2686441,0,2669918,1060649,26.3
MT,04-28-2021,741564,0,734176,295336,31.0
ID,04-28-2021,1058965,0,1058925,420637,26.3
MS,04-28-2021,1564991,0,1557274,628632,23.2
WA,04-28-2021,5668118,0,5615288,1931180,31.1
IA,04-28-2021,2319689,0,2299983,895591,32.5
NV,04-28-2021,2005102,0,1989478,701732,26.9
ND,04-28-2021,554274,0,548827,186746,32.1
US,04-28-2021,234639414,0,232221354,81498859,29.5
IH2,04-28-2021,1228892,0,1201657,259239,25.5
NY,04-28-2021,15161999,0,15029353,4614688,33.1
DE,04-28-2021,739528,0,732146,303429,31.2
GA,04-28-2021,6135031,0,6072265,2157016,23.3
AK,04-28-2021,543274,0,531685,133583,34.3
VA2,04-28-2021,4873197,0,4872702,2708737,0.0
AR,04-28-2021,1753393,0,1736870,675340,24.6
PR,04-28-2021,1815136,0,1804074,679065,23.3
MN,04-28-2021,4248287,0,4202162,1472721,33.1
SC,04-28-2021,3182970,0,3157414,1359192,26.6
IN,04-28-2021,4041591,0,4012603,1626870,25.8
AS,04-28-2021,37808,0,36575,4500,29.9
KS,04-28-2021,1980455,0,1963089,729622,30.5
AK,04-27-2021,541593,0,530133,133443,34.1
ME,04-27-2021,1137578,0,1129725,471502,37.4
VT,04-27-2021,543879,0,540639,227413,36.0
WV,04-27-2021,1142947,0,1129678,486063,29.1
MP,04-27-2021,38913,0,38214,4628,30.3
OH,04-27-2021,8120139,0,8038173,3044249,30.8
NE,04-27-2021,1380708,0,1368468,497875,31.2
WI,04-27-2021,4502240,0,4454130,1705821,33.6
DD2,04-27-2021,2797199,0,2778659,275012,0.0
SD,04-27-2021,680866,0,674552,250665,35.0
IL,04-27-2021,9143971,0,9042214,2968354,29.1
NC,04-27-2021,6814517,0,6740145,2524323,27.8
GU,04-27-2021,124898,0,122141,25172,30.9
FM,04-27-2021,33156,0,33138,3069,12.8
LA,04-27-2021,2666718,0,2650612,1057536,26.0
NM,04-27-2021,1749402,0,1725970,570056,35.8
MT,04-27-2021,735987,0,728814,294740,30.6
IN,04-27-2021,4002392,0,3974762,1622210,25.4
DC,04-27-2021,581013,0,578933,145081,28.3
ND,04-27-2021,552769,0,547405,186626,32.0
US,04-27-2021,232407669,0,230070915,81242923,29.1
SC,04-27-2021,3163207,0,3138498,1356961,26.3
GA,04-27-2021,6060609,0,6000230,2147291,22.8
ID,04-27-2021,1051044,0,1051004,419741,26.0
VA2,04-27-2021,4849986,0,4849504,2703161,0.0
CT,04-27-2021,3112117,0,3072699,1070139,36.6
HI,04-27-2021,1180186,0,1168320,402597,34.1
OR,04-27-2021,2936291,0,2908863,1104192,29.1
NV,04-27-2021,1991775,0,1976398,700295,26.6
DE,04-27-2021,729085,0,721898,302085,30.5
FL,04-27-2021,14698580,0,14615651,7107831,27.7
WA,04-27-2021,5613491,0,5562444,1927608,30.8
RP,04-27-2021,19334,0,19334,2854,44.7
IH2,04-27-2021,1219247,0,1192454,258408,25.2
AS,04-27-2021,37808,0,36575,4500,29.9
CA,04-27-2021,29372925,0,28980198,8861409,29.0
IA,04-27-2021,2306511,0,2287246,894150,32.2
AL,04-27-2021,2499694,0,2488405,1049333,22.0
MA,04-27-2021,5912678,0,5846450,1897662,34.5
NY,04-27-2021,14982362,0,14853863,4592368,32.5
PA,04-27-2021,9696649,0,9626730,3744834,30.5
TN,04-27-2021,3889164,0,3862494,1537509,23.3
BP2,04-27-2021,142546,0,142545,5518,0.0
KY,04-27-2021,3064218,0,3040375,1072666,30.7
PR,04-27-2021,1780310,0,1770362,674247,22.9
AZ,04-27-2021,4940974,0,4879824,1903340,27.9
TX,04-27-2021,18218563,0,17992727,5259557,25.5
CO,04-27-2021,4278837,0,4222629,1298253,30.7
MN,04-27-2021,4204905,0,4160728,1469570,32.7
MS,04-27-2021,1555424,0,1547897,627044,23.0
LTC,04-27-2021,7791725,0,0,0,0.0
MH,04-27-2021,25794,0,25748,1655,19.8
VI,04-27-2021,60203,0,59605,19998,24.0
AR,04-27-2021,1737538,0,1721533,673113,24.3
MD,04-27-2021,4615758,0,4563895,1450570,32.4
UT,04-27-2021,2068767,0,2034823,567543,22.5
NJ,04-27-2021,7052362,0,6974367,2164802,34.3
MO,04-27-2021,3874578,0,3846032,1487385,26.2
VA,04-27-2021,6402272,0,6325084,2035633,31.1
MI,04-27-2021,6859562,0,6791715,2550407,30.2
WY,04-27-2021,348695,0,346491,136128,26.9
RI,04-27-2021,886081,0,877612,318271,35.0
KS,04-27-2021,1965765,0,1948992,728106,30.2
NH,04-27-2021,1132331,0,1122859,449325,29.5
OK,04-27-2021,2632963,0,2605765,922383,28.8
WV,04-26-2021,1139496,0,1126384,485483,29.0
DE,04-26-2021,723678,0,716597,301620,30.2
UT,04-26-2021,2035687,0,2003687,566112,22.0
AL,04-26-2021,2478227,0,2467417,1045566,21.8
CT,04-26-2021,3094177,0,3056741,1069186,36.4
IH2,04-26-2021,1216928,0,1190306,258247,25.1
ME,04-26-2021,1108830,0,1101637,468839,36.3
FL,04-26-2021,14608762,0,14528007,7098261,27.5
SD,04-26-2021,680026,0,673754,250639,34.9
PA,04-26-2021,9613437,0,9547615,3728797,30.2
MI,04-26-2021,6832809,0,6766223,2548414,30.0
DC,04-26-2021,576507,0,574446,144881,27.9
OR,04-26-2021,2908484,0,2882511,1101081,28.8
VA2,04-26-2021,4848937,0,4848457,2702900,0.0
WI,04-26-2021,4490374,0,4442707,1705090,33.5
IL,04-26-2021,9093034,0,8994443,2964561,28.9
OH,04-26-2021,8072314,0,7992750,3040465,30.5
MO,04-26-2021,3858945,0,3830872,1485672,26.1
HI,04-26-2021,1167288,0,1156021,400008,33.8
OK,04-26-2021,2627397,0,2600492,921856,28.7
NY,04-26-2021,14856419,0,14731218,4578851,32.2
BP2,04-26-2021,142526,0,142525,5518,0.0
MP,04-26-2021,38485,0,37865,4619,29.8
NE,04-26-2021,1380706,0,1368466,497874,31.2
DD2,04-26-2021,2783540,0,2765544,274010,0.0
AS,04-26-2021,37590,0,36362,4489,29.7
AR,04-26-2021,1734405,0,1718499,672663,24.2
FM,04-26-2021,32132,0,32115,2967,12.1
MN,04-26-2021,4189925,0,4146702,1469105,32.6
TX,04-26-2021,18093739,0,17872941,5245212,25.3
GA,04-26-2021,6011504,0,5952726,2143648,22.5
WY,04-26-2021,348679,0,346475,136127,26.9
ID,04-26-2021,1048785,0,1048745,419556,26.0
SC,04-26-2021,3111127,0,3087877,1350129,25.7
KY,04-26-2021,3056552,0,3033034,1071859,30.6
MH,04-26-2021,25737,0,25691,1653,19.8
NH,04-26-2021,1129881,0,1120547,449191,29.5
NM,04-26-2021,1746428,0,1723462,569489,35.7
LTC,04-26-2021,7791592,0,0,0,0.0
TN,04-26-2021,3877011,0,3850932,1536400,23.2
RP,04-26-2021,19312,0,19312,2852,44.7
AK,04-26-2021,540565,0,529135,133377,34.0
NV,04-26-2021,1985316,0,1970165,699654,26.6
US,04-26-2021,230768454,0,228503127,81080812,28.9
AZ,04-26-2021,4912269,0,4852926,1901094,27.6
MA,04-26-2021,5855519,0,5792576,1893983,34.0
MD,04-26-2021,4554368,0,4505302,1445123,31.9
CO,04-26-2021,4241020,0,4186366,1296207,30.3
NJ,04-26-2021,6974357,0,6899974,2155079,33.9
CA,04-26-2021,29151065,0,28770751,8845806,28.8
VT,04-26-2021,537515,0,534381,226935,35.6
MT,04-26-2021,734717,0,727591,294622,30.5
IA,04-26-2021,2295425,0,2276637,893425,32.0
LA,04-26-2021,2660514,0,2644593,1056829,25.9
VA,04-26-2021,6344228,0,6269489,2029231,30.8
ND,04-26-2021,552616,0,547268,186617,32.0
MS,04-26-2021,1520706,0,1513989,621011,22.3
KS,04-26-2021,1962004,0,1945464,727645,30.1
VI,04-26-2021,59602,0,59019,19844,23.6
WA,04-26-2021,5574043,0,5524894,1925820,30.6
PR,04-26-2021,1772977,0,1763197,673132,22.7
NC,04-26-2021,6767925,0,6695376,2519956,27.5
GU,04-26-2021,123487,0,120861,25093,30.3
RI,04-26-2021,872064,0,864203,317583,34.7
IN,04-26-2021,3985688,0,3958463,1619753,25.3
DD2,04-25-2021,2772590,0,2755069,273258,0.0
BP2,04-25-2021,142526,0,142525,5518,0.0
NV,04-25-2021,1966545,0,1951925,697843,26.2
OK,04-25-2021,2616439,0,2589990,920887,28.5
AS,04-25-2021,37590,0,36362,4489,29.7
RI,04-25-2021,859098,0,851956,316881,34.3
CO,04-25-2021,4210710,0,4157461,1294872,30.0
MP,04-25-2021,38337,0,37726,4619,29.6
FM,04-25-2021,31220,0,31203,2904,11.6
US,04-25-2021,228661408,0,226493642,80890062,28.5
KY,04-25-2021,3039150,0,3016238,1069985,30.3
IL,04-25-2021,9011738,0,8918004,2957825,28.6
ID,04-25-2021,1043295,0,1043255,418964,25.7
VA,04-25-2021,6271814,0,6201337,2024061,30.4
SD,04-25-2021,676863,0,670774,250499,34.7
FL,04-25-2021,14462795,0,14385205,7080956,27.2
RP,04-25-2021,19312,0,19312,2852,44.7
AK,04-25-2021,539630,0,528220,133306,34.0
NH,04-25-2021,1127251,0,1117973,449028,29.4
NC,04-25-2021,6727991,0,6657310,2517031,27.4
IH2,04-25-2021,1214809,0,1188316,258081,25.0
TX,04-25-2021,17979089,0,17764658,5232845,25.1
NE,04-25-2021,1346051,0,1334843,495616,29.9
TN,04-25-2021,3855241,0,3829910,1533947,23.1
LTC,04-25-2021,7791490,0,0,0,0.0
KS,04-25-2021,1956276,0,1939925,727219,29.9
ME,04-25-2021,1107231,0,1100038,468580,36.2
PR,04-25-2021,1759828,0,1750385,671721,22.5
CA,04-25-2021,28798648,0,28438087,8827074,28.4
WV,04-25-2021,1139101,0,1126003,485357,29.0
VT,04-25-2021,525641,0,522795,225850,34.8
WY,04-25-2021,341127,0,339105,135332,26.0
HI,04-25-2021,1155796,0,1145267,397900,33.4
VA2,04-25-2021,4833311,0,4832845,2699316,0.0
UT,04-25-2021,2035664,0,2003670,566111,22.0
MD,04-25-2021,4525719,0,4478372,1442380,31.7
MT,04-25-2021,732282,0,725239,294367,30.4
AL,04-25-2021,2471409,0,2460766,1044726,21.7
GA,04-25-2021,5924273,0,5867963,2134913,22.0
SC,04-25-2021,3094536,0,3072022,1348605,25.5
AZ,04-25-2021,4872521,0,4815633,1897124,27.3
WA,04-25-2021,5486098,0,5440431,1918804,30.1
DC,04-25-2021,568011,0,565982,144410,27.4
NJ,04-25-2021,6908470,0,6838643,2148719,33.5
NM,04-25-2021,1739923,0,1717332,567912,35.5
IN,04-25-2021,3956117,0,3930214,1617601,25.0
MN,04-25-2021,4118735,0,4079508,1465548,32.0
MO,04-25-2021,3805156,0,3778394,1471183,25.8
NY,04-25-2021,14732987,0,14612223,4568104,31.8
OR,04-25-2021,2874447,0,2849813,1097069,28.3
MI,04-25-2021,6769798,0,6706081,2541910,29.7
CT,04-25-2021,3056088,0,3021729,1066990,35.9
GU,04-25-2021,122331,0,119803,25032,29.8
MS,04-25-2021,1520594,0,1513878,620979,22.3
ND,04-25-2021,551267,0,545973,186498,31.9
LA,04-25-2021,2648411,0,2632870,1055265,25.7
MA,04-25-2021,5776781,0,5717717,1888462,33.5
VI,04-25-2021,59582,0,58999,19837,23.6
AR,04-25-2021,1724751,0,1709414,671809,24.0
PA,04-25-2021,9527786,0,9465796,3715623,29.9
WI,04-25-2021,4457053,0,4411190,1703150,33.1
DE,04-25-2021,717216,0,710413,301048,29.8
IA,04-25-2021,2277047,0,2258987,892107,31.7
OH,04-25-2021,8002870,0,7926738,3034594,30.1
MH,04-25-2021,25394,0,25350,1639,19.4
DD2,04-24-2021,2723895,0,2707307,271396,0.0
HI,04-24-2021,1135909,0,1126917,395334,32.8
MS,04-24-2021,1519349,0,1512718,620869,22.3
ND,04-24-2021,546923,0,541741,186154,31.5
AZ,04-24-2021,4815132,0,4760458,1890161,26.9
ME,04-24-2021,1105784,0,1098591,468507,36.2
NE,04-24-2021,1345536,0,1334336,495579,29.9
US,04-24-2021,225640460,0,223579547,80594769,28.0
DC,04-24-2021,558290,0,556292,143797,26.5
DE,04-24-2021,704986,0,698416,299697,29.0
FM,04-24-2021,31220,0,31203,2904,11.6
MT,04-24-2021,724221,0,717541,293333,29.8
MO,04-24-2021,3729759,0,3704859,1464445,25.2
MH,04-24-2021,25394,0,25350,1639,19.4
AK,04-24-2021,536961,0,525744,133118,33.7
